vader_compound,Roberta Negative,Roberta Neutral,Roberta Positive,ID,Star Rating,Review Source,Comment,Ease of Doing Business,Title
0.9497,0.0027089675422757864,0.012764208018779755,0.9845268726348877,9174518,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"We've really enjoyed working with the G2 platform and tooling, and also with the team. Our sales experience was very positive, and our CSM has been incredibly knowledgeable and helpful every step of the way from the initial kickoff call and beyond. We even expanded to include more products 3 quarters before we expected to based on the positive experience we've had and plan to expand more when we renew this year.",7.0,"Great marketing platform, exceptional customer service and business partners, easy to use"
0.92,0.003322245553135872,0.012355080805718899,0.9843226075172424,3716338,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,The tradeshow review service is fantastic. We recently hosted a large conference and had a review station in our customer lounge for them to share love. We've gotten a ton of reviews and customers said they really liked the experience. ,,Great for advocacy
0.8316,0.0042533474043011665,0.011830600909888744,0.9839161038398743,7186453,3.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,The support staff was fantastic and I like the layout of the reviews,,G2 SaaS user review
0.9618,0.0031683824490755796,0.013219546526670456,0.9836121201515198,9182339,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"I love G2 Marketing Solutions' innovative marketing strategies, commitment to delivering results, and customer-focused approach. I appreciate the creativity and ability to drive business growth of the G2 team.",,Best of Class
0.891,0.0040186564438045025,0.012449756264686584,0.9835315942764282,1968850,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"We've had an excellent experience with G2 Crowd. Their site is intuitive, resources are thorough, and team is helpful and great to work with.",,Great resource; Wonderful team
0.9035,0.003212126437574625,0.013310295529663563,0.9834775328636169,2922654,3.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,I loved the onboarding process as our representative was very attentive and helpful in showing us how to get the best use out of the platform.,6.0,"Great process and team, waiting to see ROI"
0.8588,0.002821469446644187,0.014100340195000172,0.9830781817436218,7198406,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"We absolutely love working with G2 to boost reviews from our customers. They've supported us with campaign ideas, marketing collateral, analytics, and regular check-ins.",7.0,Amazing support for customer review campaigns!
0.989,0.0041999914683401585,0.012832218781113625,0.9829677939414978,4652666,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"We have probably the best CSM out there - shout out to Jeremy Levin! This makes our experience 10x better and what makes me recommend G2 to others professionals over and over again. Not only is his support to help us really maximize profile traffic and brand reputation across G2 categories through our bi-weekly check-ins, research audits, and marketplace assessments super helpful, but his willingness to constantly go above what we ask and offer us more is amazing.  Our team at G2, the resources they provide us  with and the knowledge they share is the best I have had. Like I said, you won't find better!",7.0,You Wont Find Better!
0.9768,0.00414607860147953,0.012892685830593109,0.9829612374305725,747330,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"G2Crowd was incredibly accommodating of our just-in-time approach to planning and schedules; creative and willing to go the extra mile; and the people who staffed the event, Bobbi and Brittany, were the best ever.  It was an unexpected pleasure and success to work with two such energetic professional pleasant effective people - can't say enough about them!!!",7.0,Great review collection experience
0.9337,0.004656634293496609,0.012525531463325024,0.9828178882598877,7115898,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Love the team, the support and the spirit. Always helpful and trying to inspire momentum in your business.",6.0,Very nice team and motivation
0.9485,0.0027168155647814274,0.014494072645902634,0.9827890992164612,7084247,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,G2 help us gather and showcase our product (MightyCall) reviews. Grid reports are fantastic as well. The customer success team is the best!,6.0,Great review generation tool
0.8074,0.004177624359726906,0.013041120953857899,0.9827812314033508,7286167,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"It's simple to use, the team are great and we get unbelievable value from seeing our customer reviews.",,G2 provides hugely valuable insights to our customers that are ultimately driving adoption of Willo
0.8748,0.004523984622210264,0.012718661688268185,0.9827573299407959,1579720,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,The onboarding process was super smooth. Kristina Bradley did a wonderful job. She was able to connect really well with me and she made the whole journey absolutely educative.,6.0,Onboarding Feedback
0.9081,0.004409912973642349,0.012852263636887074,0.9827378392219543,7092514,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The supporting team are great, and the platform is nice and clear",,G2 is the most reliable and trustworthy platform for reviews
0.9601,0.0032234613317996264,0.01404606644064188,0.982730507850647,9187672,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"G2 is an awesome, user-friendly platform. Mike Sabin and Jeremy Lee have been an amazing support. It is also very interactive for admins and customers. I have been able to implement and integrate programs and tools to keep track of leads and monitor progress. I would highly recommend G2 to friends and colleagues.",7.0,Awesome Product Review Platform
0.9042,0.0032119411043822765,0.014093899168074131,0.9826942086219788,8975333,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,I enjoy how much G2  is looking towards the future and adapting to the ever-changing world of the internet/technology. Our rep is also awesome and super knowledgeable.,,Informative and Innovative Team
0.8248,0.003923480864614248,0.013442723080515862,0.9826337695121765,4978067,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,The user interface is really easy and it is very intuitive. The customer service team has been extremely helpful as well.,7.0,Easy to Use
0.7955,0.003279246622696519,0.014157640747725964,0.9825631380081177,2894468,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Professional team and a lot of traffic opportunities. As well, integrated with HubSpot it gives you really powerful insights!",7.0,G2
0.8977,0.004193945322185755,0.013291517272591591,0.9825145602226257,297426,4.5,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"Overall, I am very happy with G2 Crowd. We are able to drive high quality leads to our sales team. Our reps are also great, fast to respond and always helpful.",,G2 Crowd drives high quality leads
0.9666,0.0034557271283119917,0.014137152582406998,0.9824070930480957,335954,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"Based on SatisMeter NPS, Advocately absolutely geniously helped us double the number of positive reviews in Capterra for just 1 month. We love personal attitude and great service. The system is easy-to-use, we enjoy UX. We look forward to bringing new reviews about Mailigen. Because review websites and reviews are one of the best traffic sources for us. ",7.0,"Incredibly simple, but powerful tool to acquire positive customer reviews"
0.9042,0.0029987709131091833,0.014634465798735619,0.9823668003082275,2289204,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",Love how easy it was to get our product to get some visibility and traction in the marketplace among peers in the same category. Our account manager  and implementation folks were awesome and guided us every step of the way. ,7.0,"Outstanding product, customer service."
0.6114,0.0038487028796225786,0.013904239982366562,0.9822470545768738,3559841,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,The team are incredibly attentive and have gone above and beyond to get us set up for success!,,OUTSTANDING Onboarding
0.5647,0.002737712347880006,0.015098674222826958,0.9821635484695435,7208760,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I have been using G2 for an entire quarter, and thus far, I am delighted with the solution and the team support. We are in the early stages of building our review strategy, but we already have seen plenty of reasons to continue building the relationship with G2.",,The team at G2 made working with them a no-brainer. An excellent solution with great support.
0.7708,0.004039769992232323,0.013827869668602943,0.9821324348449707,336688,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,I thoroughly enjoy the G2 Crowd tool.  It's very easy to use and navigate.  I recently set up close to 10 pages for my organization and everything was very seamless.,6.0,G2 Crowd for IBM WCE
0.8625,0.002090055262669921,0.015856819227337837,0.9820531010627747,722725,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,We love the ease of use within the platform and how easy it is for our clients to review us on our profile. ,7.0,Fantastic review profile platform! 
0.7043,0.00218052021227777,0.015793805941939354,0.9820257425308228,3184436,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",,,We're really noticing a huge benefit being on the platform
0.7043,0.00218052021227777,0.015793805941939354,0.9820257425308228,3184436,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",,,We're really noticing a huge benefit being on the platform
0.8766,0.0032611095812171698,0.01471774186939001,0.9820210933685303,4934973,4.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,We're still ramping up our use. By far the best piece has been our account team. Both of the primary reps for us have been incredibly responsive and helpful. The interface is also fairly intuitive.,,Clean GUI & Great Account Team
0.9628,0.0030461663845926523,0.014937687665224075,0.9820161461830139,7254833,3.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,The review program is well thought and the possibility to share reviews in various marketing channels is great. Customer success has been really helpful at G2 - special thanks for Mark.,5.0,G2 played a key role in our GTM
0.9382,0.0021715438924729824,0.015840720385313034,0.9819877743721008,8638518,4.5,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",We do like a lot the bages structure and rational. This is exciting as we are working closely with them and getting their feedback from our solution. This is getting a great exposure of our platform and will increase our business as well.,7.0,Extensive coverage for business development and exposure for all kind of industries
0.9844,0.0023575457744300365,0.01603764295578003,0.981604814529419,4654874,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"We have had excellent luck with G2. Our sales team uses G2 to close more and more deals, and in marketing, we use G2 to solidify our great position in the market. We love that all of the content is available for us to use in competitive campaigns and that's it all coming from a 3rd party source. People love to do their own research nowadays and we want to be sure they are seeing our product in the best light!",,Love G2!
0.9594,0.004106687847524881,0.014495748095214367,0.9813976287841797,190023,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","Advocate.ly is extremely easy to use. Patrick was very helpful in setting us up on the platform. The integration and set up was quick, templates were provided to get the best result. Everything is engineered for our success, i am very happy with the platform. ",,"Awesome product, easy to use, great service and an amazing idea! "
0.9872,0.003368525067344308,0.015249151736497879,0.9813823699951172,4666992,4.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"What I like best about G2 is their admin portal. It is very user friendly and has many great resources. I love the dashboard, G2 reference pages, and Competitors dashboard. G2 makes it easy for me to prepare great assets for our sales and marketing teams. The G2 customer support is also really great. I can always count on my time to answer any questions and assist me with any requests I may have.",,One of the leading software review sites
0.9313,0.003910628613084555,0.014875700697302818,0.9812136888504028,1444638,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Love how turn-key things have been thus far, as well as the attitude of the G2 crowd team (shoutout Mike, Pete, and Walter). These guys are on top of it. We just finished up our first review campaign and more than doubled our number of reviews (80+ new reviews), which we can now use to inform new product features and make improvements all around going into the new year. Best part—it was wildly simple to set up and launch.",,Awesome and Effective Solution for Review Generation
0.8718,0.004973439034074545,0.013828988187015057,0.9811975359916687,3064509,4.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"I enjoyed working with the G2 team. They were very responsive, willing to help and worked to create a seamless process for us. We got a lot done in a short amount of time because of their work.",,Director of Community
0.7906,0.005775353871285915,0.013090282678604126,0.9811344146728516,1322855,3.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Great gift card review scheme, the customer service and implementation was smooth and very prompt.",,"Good, but little presence within Australia"
0.8858,0.004846302326768637,0.014077186584472656,0.9810764789581299,2134819,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,Great support from managers with launch and execution. Very appreciated,,Great support service!
0.891,0.003933117724955082,0.015056331641972065,0.9810104966163635,2014260,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,Appreciated our representatives' thorough and speedy answers to our questions. The walk-throughs were always pleasant and informative. Big shout-out to our implementation specialist Peter who held our hands through the whole process. We've been pleasantly surprised by the depth of both the platform and the enablement flow. Everyone on the G2 side has also been refreshingly transparent about their capabilities and their roadmap.,,Had a great onboarding experience!
0.9349,0.0031228759326040745,0.01602652668952942,0.9808505773544312,4704116,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"I love the ad targeting that I can achieve based on G2 data, and the team is great at providing insight into the best way to leverage the available assets and insights.",,Excellent Service and Insights
0.9313,0.003496298100799322,0.015785574913024902,0.9807181358337402,7073313,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,Working with G2 has been a breeze. Their innovative tools and platform allow us to remain at the forefront of our industry. Their team is always on hand to help out and provide best practices.,,Great marketing opportunities for vendors on the platform
0.9669,0.003474994096904993,0.015859995037317276,0.9806650876998901,914854,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",I had a wonderful experience working with the G2 events team to gather reviews at one of our recent client events. We did the work to gather reviews ourselves but they sent us all the materials and facilitated everything smoothly. Kevin and the team were phenomenal - they shipped computers to the event as well as a beautiful sign with our branding. They helped us make everything a success! I would highly recommend! ,,Amazing event support!
0.7906,0.005572042893618345,0.013763662427663803,0.9806642532348633,2324242,3.5,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,The team is the best thing about them - helpful and professional,,worked with the G2 team to get buyer intent leads
0.9645,0.005986080039292574,0.013399637304246426,0.9806143045425415,3494481,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"The team was very responsive, fabulous with follow-up, quick to hop on the phone.Appreciate all the hand holding to get things to the finish line. Definitely a fabulous personable team with great tech.",7.0,Mostly Awesome Onboarding
0.9509,0.004619095008820295,0.014878588728606701,0.9805023074150085,4443836,4.5,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,Team was fantastic easy to work with and the on boarding was easy to launch..  Our clients have found it easy to make the reviews and they also appreciate the gift cards that come with our initial contract...,,Easy to Launch
0.9606,0.0046975817531347275,0.0148265790194273,0.9804758429527283,7268902,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The G2 platform is incredibly helpful in finding quality leads. The setup is very easy and self-explanatory, and my account manager Siobhan is the absolute best! She's helped me gain over 100 reviews for 2 different companies I've worked for thus far. G2 gives you the opportunity to showcase your company's value propositions and bring in quality leads.",,Great platform to source quality leads!
0.8906,0.0036015985533595085,0.01597013510763645,0.9804282784461975,7202127,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"G2 provides my company with high-quality prospects and helpful information to make enrichment easy and sales outreach a cinch! Plus, our Account Manager Mark is a dream!",,Thank you G2 and Mark
0.9197,0.005724912974983454,0.013892005197703838,0.9803830981254578,300311,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",G2 Crowd's team is amazing to work with! They are always very responsive and are always proactively reaching out to make sure we get the best results of the programs we are running. You can't get a better CSM than Andrew Ledet! ,,G2 Crowd is the best!
0.9752,0.00394011102616787,0.01606425642967224,0.9799956679344177,3218910,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Kelly was such a joy to work with. Our on-boarding experience was very seamless and much of it had to do with Kelly's willingness to coach us throughout the process. She stayed on top of things and was always eager and willing to hop on a call. We appreciated her detailed recaps and it was great to see the progress we've made since implementation. 

I also like the UI/UX - the platform is also very intuitive and easy to use. ",7.0,Great onboarding experience with Kelly!
0.8398,0.003926385659724474,0.01649986207485199,0.9795737266540527,9144750,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"This is an amazing marketing tool and our Customer Service Manager is incredibly resourceful and available to help when we need it. Always offering new ideas, helping us know what the next steps are. Once the G2 ball gets rolling, it picks up momentum really quickly!",7.0,Incredibly powerful marketing tool
0.8442,0.003616750007495284,0.016818031668663025,0.9795652627944946,4718346,1.5,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",It looks like a great review site and we would like to spend money with them.,1.0,Good luck getting G2 to actually respond and do anything
0.9628,0.0028618848882615566,0.017805369570851326,0.9793327450752258,293991,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"This is my second time working with G2 and I'm impressed by recent enhancements to the platform, particularly the buyer intent activity data and the intuitiveness of the backend. Our sales team is really excited to find accounts with potential need for our solution that they wouldn't necessarily have uncovered otherwise.

I also appreciate the G2 team, they are easy to work with, helpful, thorough, and dedicated to making sure we get the most out of our investment.",,Helpful and Thorough
0.7906,0.0038876153994351625,0.016871118918061256,0.9792413115501404,1793050,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,G2Crowd has been fast and easy to implement. The system is intuitive and we've gotten great results from review campaigns.,7.0,Best Marketing Spend So Far This Year
0.9503,0.0034554717130959034,0.01752450130879879,0.9790200591087341,1198532,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,We recently sign-up to G2 Crowd and have been extremely impressed with their onboarding process. Their team is well-organized and highly responsive. It's certainly made a very positive impression and has given us ideas for how we can improve our own onboarding process at Qarrot.,7.0,Excellent onboarding process
0.6114,0.00520888390019536,0.015858786180615425,0.9789323210716248,7102873,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,The G2 reports are insightful and the relationship managers assigned to me are excellent!,,It's been wonderful collaborating with G2
0.9448,0.0033778520300984383,0.017869150266051292,0.9787529706954956,7853817,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",G2 is a great platform! We enjoy working with the G2 team. They are extremely responsive and helpful. The platform itself is always evolving but the functions provided by G2 are awesome - for example: the review program and grid reports as well as the intent data. The integration with 6sense allows us to really see who is in market to buy allowing us to make more informed phone calls.,7.0,Great team and great product
0.9686,0.003032748820260167,0.01834781840443611,0.978619396686554,7064817,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Since purchasing the paid membership to G2 and pushing the launch campaign live, the success was staggering and beyond our expectations. The best part is the Customer Success because you are in partnership with an expert and they are always on hand to support/recommend. Every question I've had answered and they share recaps, updates - the communication is second to none. They are also a great bunch of people.",,Fantastic Customer Success Support ✨
0.81,0.0055481549352407455,0.015947381034493446,0.9785044193267822,7283030,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,I really like G2's customer service. All G2 managers I ever worked with were very supportive and fully invested in improving the performance of our advertising package.,,The best investment of money and excellent customer service!
0.8,0.0026335103902965784,0.01899941824376583,0.978367030620575,1691839,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,The team at G2 Crowd is very organized and excited to ensure you succeed. They've worked diligently with us right from the start and within the first two weeks already made some serious moves. ,7.0,Great Experience
0.9371,0.003514740150421858,0.01813298836350441,0.9783523082733154,7074955,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"First and most important are the team that is assigned to the project with you. We were lucky to have the best team Mark and Henry are doing amazing work with us. They also go deeper into our employees, teaching them the importance of reviews. The result was not late to come.",7.0,Beating your competition
0.8625,0.0022255058865994215,0.01956311985850334,0.9782114028930664,7078899,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,We are fascinated by the Buyer Intent feature as it helps a lot our Marketing and Sales teams. It gives a lot of insights that help market to the right prospect at the right time and close deals faster.,,Brilliant experience
0.9524,0.004826836287975311,0.01701228693127632,0.9781608581542969,815404,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,The onboarding process one of the best I've experienced for a marketing solution. Our account manager and implementation specialist have been great and very responsive to questions over the past few months. We've also seen excellent results from our review campaign. ,7.0,New to G2 Crowd and have had a great experience so far
0.7778,0.0038348697125911713,0.018009353429079056,0.9781557321548462,1683784,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,Incredibly easy to set up the profile. Fantastic onboarding process to facilitate goal-setting and initial profile build.,,Collect Customer Feedback. Generate Leads. Accelerate Sales Process.
0.8947,0.006908932700753212,0.014937739819288254,0.9781533479690552,7074664,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,Great customer service team. Very responsive and positive.,6.0,It's been great collaborating with the G2 team in the past couple of years
0.9036,0.006157944444566965,0.01570078171789646,0.9781412482261658,7283672,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Lucy is an absolute star - really has all the information at her fingertips, very proactive, great advice and excellent communicator",,Very good support team
0.659,0.0036753651220351458,0.018293488770723343,0.9780310988426208,9144447,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,G2 has really great functionality and the team we work with is always quick to respond to answer our questions and teach us how to use anything they offer.,,Great Tool for Reviews
0.9161,0.0061904024332761765,0.015805356204509735,0.9780042171478271,4659807,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"Honestly, I really don't have any complaints - I truly feel like a valued partner!",,G2 has made a huge impact in understanding our buyer's journey
0.8122,0.003239062149077654,0.01877661794424057,0.9779843688011169,9151555,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,G2 Marketing Solutions is such an important part of our customer advocacy program. The guidance and  help from our reps are truly invaluable!,7.0,G2 is an invaluable part of our customer advocacy!
0.9113,0.0038433466106653214,0.018188001587986946,0.9779686331748962,3882408,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,Onboarding was very efficient and very effective! It was very easy to understand and clear in expectations.,7.0,"Great team, great insight!"
0.9217,0.005428764503449202,0.016796043142676353,0.9777751564979553,7169142,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"I love their fantastic account management support team. They patiently answer all my questions, send me tons of resources and provide brainstorming and strategy support.",,An amazing review partner!
0.9313,0.005372905172407627,0.01688372530043125,0.97774338722229,7063493,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"We love the friendly, positive attitude of all the G2 employees we've encountered. The follow-ups and the problem-solving have been above and beyond. 
The backend user experience of the platform is easy to navigate and simple to perform updates and changes of content etc.",,Expert Solutions with a Smile
0.98,0.004202377051115036,0.01809718646109104,0.977700412273407,1333787,4.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Firstly the team (of those I have been introduced to), have been super pleasant and helpful - and have make the onboarding process nice and easy, as well as getting us started ASAP with the reviews campaigns, as well as catering to the time difference!
The tool is very cool, with some of my favorites features for marketing being the reviews widgets, and the analytics of our profile.
From a sales perspective, the buyer intent features are extremely useful for our outbound sales strategy! ",7.0,"Great service, intuitive product!"
0.8777,0.003917986527085304,0.01860688626766205,0.9774750471115112,953874,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","Easy UI, exceptional account management, and great lead data. Also, the platform keeps improving!",,The Premier Platform for Software Reviews
0.9001,0.0026357469614595175,0.02011147513985634,0.9772527813911438,644918,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"The minute we signed up we got full attention from the on-boarding team. Training was efficient, follow up were great and that led to awesome results. ",7.0,Great team and clean process!
0.7177,0.0040284511633217335,0.01899540238082409,0.9769760966300964,9122785,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",Creating a QR code was fast and simple. Their customser support is top notch!,,G2 looks out for their costumers! They are quick to respond and very helpful.
0.9825,0.0032829625997692347,0.019788434728980064,0.9769285321235657,9174796,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"I love the platform and the way it helps us gain valuable feedback from our customers around the world. It is very intuitive and easy to use and offers great tools to analyze and get market intelligence. Moreover, their customer support is very helpful and quick to reply and asses any issue we may encounter.",7.0,Great platform and customer support
0.9393,0.0043569267727434635,0.018814418464899063,0.9768286943435669,7086161,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I love the intuitive dashboard. Important metrics are at your fingertips, and most of what you need is readily accessible. I also love the team. They are responsive and really take the time to work with you on achieve better results.",7.0,Our preferred review partner
-0.2732,0.004655683413147926,0.01871378906071186,0.9766305685043335,4381267,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"I have liked everything thus far, I have no complaints.",,Great Experience
